SMILES,HOMO,LUMO
O=CC1(C#N)C2CCN12,-0.2727,-0.0655
N=C1OCC1CC#N,-0.2793,0.0067
CC12C3OC1CC(=O)C23,-0.2349,-0.0121
CC(O)COC(C)C#C,-0.2658,0.0361
N#CC1OC2COC12,-0.27399999999999997,-0.0099
O=C1OCC2CCOC12,-0.2508,0.0014
NC1=CC=CN=C1F,-0.2155,-0.017
CC1C2OC2(C#N)C1N,-0.2508,-0.0039
O=CCC1CC(O1)C#N,-0.261,-0.0382
[O-]C1=COC=CC1=[NH2+],-0.1837,-0.0473
CC12CC(O1)C21CCO1,-0.2377,0.0764
CC1CC2=CC(O)=NN12,-0.2109,0.0276
CC1=COC(=N)N=C1F,-0.2366,-0.0625
CC12C3CC(C13)C21CC1,-0.2321,0.094
CC1CC2(C)NC2C=C1,-0.2246,0.0181
CC1=C(N)OC(=O)N1,-0.2073,0.032
CCOC1=NCC2OC12,-0.2443,0.0104
C#CC(C#C)(C#N)C#N,-0.3113,-0.0238
NCC(=O)NC(=O)CO,-0.2519,-0.0354
CC12OCCC1C2CO,-0.2389,0.0731
CC12C3OC(C1O)C23C,-0.2294,0.0737
CC12OCC11CC2CO1,-0.2259,0.0547
O=CC1(COC=N1)C#C,-0.2569,-0.045
OCCC1(CO)CCO1,-0.2478,0.0681
CC1CC11C2CC1C2=O,-0.2391,0.0133
O=CC1CC2NC2C1,-0.2349,-0.0092
CC1C(CO)CN1C=O,-0.2377,0.0261
OC1COC2CC2C1=O,-0.2351,-0.0254
CC(=O)C1(CC#N)CO1,-0.2673,-0.0447
CC1COC1C1(C)CN1,-0.2375,0.0745
O=C1ON=C(O1)C#N,-0.3214,-0.1061
CC12NCC1OC2=N,-0.2346,0.0246
CC#CC1(CO1)C#CC,-0.2417,0.0099
CCCCC1C(C)C1C,-0.2554,0.0804
CC(C=O)C1(CO1)C=O,-0.2621,-0.0435
OC1=CC(O)=C(O)N1,-0.1596,0.0642
CCN(C1CC1)C(N)=O,-0.2171,0.0624
CC1=CCC2CCC1O2,-0.22899999999999998,0.0271
OC1CCCCC11CC1,-0.2489,0.0763
CC(C)N1CC1CC#N,-0.233,0.028999999999999998
O=CC1CC2OCC2=C1,-0.2497,-0.0366
CC(C)NC(=O)CC#C,-0.2429,0.033
CC1C2CC1C(C2)C#N,-0.3003,0.0353
O=C1CC2(CC2)CC1=O,-0.2302,-0.0877
CC12CC3C(CC1)C23O,-0.2354,0.0693
CC1(CC(O)C#N)CN1,-0.272,0.0293
NC1=C(N)C=C(O1)C#N,-0.204,-0.0256
COC(C=O)C(C)(C)C,-0.2422,-0.0317
CC(C)C1C2CC3C2N13,-0.23399999999999999,0.0805
CC1N(C)CC(O)C1=O,-0.2192,-0.0315
OC1CC(=O)C2CCC12,-0.2349,-0.0185
CC(C=O)C1C2CCN12,-0.2321,-0.0244
OCC1NC1CN1CC1,-0.2344,0.0723
C#CC1C2CN3CC1C23,-0.2086,0.0392
CCOC(C)CC(N)=O,-0.2335,0.0399
CC12CN1C(=O)OCC2,-0.2558,0.0113
COCC1=C(N)NN=N1,-0.2108,0.0171
C1CC2OC2C=CC=C1,-0.2233,-0.02
CC(N)C(=O)NC(C)=O,-0.2373,-0.0235
CN(C=O)C1=CN=CN1,-0.2337,0.0075
O=CC1C2CC(C2)C1=O,-0.2451,-0.0355
OC1CC11NCCC1=O,-0.2154,-0.0168
CC1(CC#N)COC1=O,-0.2847,-0.0074
O=CNCC1=CN=NO1,-0.2705,-0.0437
CCC1(C)CC1(O)CC,-0.2484,0.0711
CC1(C#C)C(O)C1CO,-0.2329,0.0379
NC1=C2CCCN2N=C1,-0.1867,0.036000000000000004
O=C1C2C3C4CN(C24)C13,-0.2308,-0.0141
OC1CC1(C#N)C#N,-0.2919,-0.0158
CN=C1OC2CCC12O,-0.2544,0.0197
CNC(C=O)C#CC#N,-0.25,-0.0684
CC1NC1C(C)(C)O,-0.2438,0.0682
OC1CC2(COC2)C1O,-0.2446,0.0465
O=C1CCC2(CCC2)N1,-0.2358,0.0356
CC1C2N(C)C(=O)C12O,-0.2273,0.0124
CC1CCC(C)C1C#N,-0.3048,0.0313
OC(C1CN1)C1CCC1,-0.2393,0.049
CCN=C1ON=NN1C,-0.2333,-0.0367
OCC1CC11CC(=O)C1,-0.2376,-0.0161
CC1CC11CCO1,-0.2205,0.0816
OC12COCC1C1OC21,-0.2384,0.0646
CC1=CC(C)(O)C2CC12,-0.2226,0.0206
CN1CC=C(C#C)C1=O,-0.2428,-0.0463
CC1C(=O)CC1(C)C,-0.2345,-0.0128
CC1=C2CCCC2CC1,-0.2129,0.032
CNC1=NOC(C=O)=C1,-0.2334,-0.076
NC(=O)NC1CC1CO,-0.2405,0.0521
OC1(CC(=O)C1)C=O,-0.2552,-0.0496
CC1C23CCC12OCO3,-0.2231,0.0716
NC1=NNC(CC#C)=N1,-0.2112,0.0212
CC1CN(C=O)C1C,-0.2374,0.0273
N#CC1=CCCCCC1,-0.2563,-0.0397
O=CC1CCC(=O)NC1,-0.2466,-0.0375
C1CC2CC=CCC2O1,-0.2401,0.0258
COCCCOC(C)=N,-0.2531,0.035
CC1=C(NC=N1)C(N)=O,-0.2313,-0.0247
OC1=NC(O)=NC(=N)N1,-0.231,-0.0239
OC1C2CC(O)CC12,-0.2196,0.0575
NC(CO)(C#N)C1CO1,-0.2714,0.0128
CC1=CC2=CC=CN2C1,-0.1789,-0.0057
O=CC1C=CC2CN1C2,-0.2263,-0.0256
C1CC23COC2CCC13,-0.2414,0.068
CC1CC2=C(NN=C2)N1,-0.1886,0.0422
CC1=CC2CC2C(=O)N1,-0.2065,0.0046
CC12OCC3C4C(C14)C23,-0.2325,0.0924
CNC(C#C)C(F)(F)F,-0.2457,0.0313
C1COC2=C(N1)N=NO2,-0.2193,-0.0263
CC(=N)OC1CC=CC1,-0.2376,0.0295
N#CC1=C(CCC1)C#N,-0.2789,-0.0899
OC1CCC2C3NC3C12,-0.2308,0.0664
CC1=C(N)C(=O)OC=N1,-0.2145,-0.0475
CC1C2NC2C(O)C1C,-0.2345,0.0687
CC1OC2(C)C(O)C12O,-0.2248,0.0715
CCC1(C)OC1(C)CO,-0.255,0.0788
CC1=CNN=C1C#C,-0.2278,-0.0037
CCN1C(=O)CC1(C)C,-0.2369,0.0399
OC1CC2(O)CC2C1=O,-0.2359,-0.0249
CC1C2C3NC1(C#N)C23,-0.2382,0.0052
OC1C2OC3C(O)C3C12,-0.2293,0.06
CCC1=CC2CC1(C)C2,-0.2109,0.0228
CC#CCOC(C)(C)C,-0.2372,0.0466
CN=C(C=O)N1CC1C,-0.2337,-0.0712
N=C1OCCC1C#C,-0.2588,0.0152
CC1C2CC3(COC13)O2,-0.2413,0.073
CC#CC1OCOC1C,-0.2429,0.0389
CC1=NC=C(N1)C#C,-0.2112,-0.0084
CC1OC2CC12CC#C,-0.2331,0.0457
OC1CC1C#C,-0.2506,0.0359
NC1=C(NC=C1)OC=O,-0.1914,-0.0024
CC1CC1(C#C)N1CC1,-0.2382,0.0414
CC12NC1C(C)(C)C=C2,-0.2263,0.0187
CC1CC1(OC=N)C#C,-0.2515,0.0168
O=C1CC2C(C3CC3)N12,-0.2424,-0.0077
C1NC11C2CCC1OC2,-0.2359,0.0781
OC1=CNC(=N)C=N1,-0.1886,-0.0591
CC1CC(C)(O)C(=O)O1,-0.258,0.0063
CC1OC(=N)C11CN1C,-0.2429,0.0174
C#CC12CN1C(C2)C#N,-0.2574,-0.0102
CC#CCCO,-0.2431,0.0619
CC12C3C1N1C3C=CC21,-0.21100000000000002,0.006
CCC1OC(=N)C1C=O,-0.2616,-0.0379
CC1CCN(C=O)C1=N,-0.2465,-0.0221
CC1=NC=CC=C1C#C,-0.2384,-0.0402
O=C1NN=CN=C1,-0.2549,-0.08800000000000001
C1OC2CCCCCC12,-0.2378,0.0734
NC1=C2C=CCC2=NN1,-0.1877,0.009000000000000001
CC1C(O)C(=O)C=C1N,-0.2273,-0.0183
O=C1C2C3C4C2C1N34,-0.2374,-0.0261
CC1(O)C(O)CC11CO1,-0.2516,0.0624
CNC(=O)N(C)C(C)=N,-0.2356,0.0158
CC1C2CN1C1CC1O2,-0.2069,0.0889
CCCCC1(O)CC1C,-0.2481,0.0777
CC12CC1CN2CC=O,-0.2216,-0.0228
OC1CC2OC11CCC21,-0.2418,0.0492
O=C1CC(C#C)C(=O)N1,-0.2629,-0.0269
COC(C(C)O)C1CN1,-0.2481,0.073
COC1CC1C(C)CO,-0.2372,0.076
CCOC1(CC1O)C#C,-0.2402,0.0283
CC12C3C=CC1C1C3N21,-0.2375,0.0062
CCC12CC3C(C=C1)C23,-0.2175,0.021
CN1CC=CCC1C=O,-0.2256,-0.0234
CC12CC1C1CCC21O,-0.2176,0.0746
CC1CCC=C1C1CO1,-0.2329,0.0103
OC1C2C3NC1C(=O)C23,-0.2223,-0.0193
NC1=NON=C1C=O,-0.2699,-0.0916
NC1C(OC=N)C1C#N,-0.2479,-0.0009
CC1=NNC(=N)C(N)=C1,-0.18899999999999997,-0.02
CN=C1NC(O)=CO1,-0.1817,0.0435
CC(C#N)C1CC1(C)C,-0.2761,0.0371
CC12CCN1C2C=O,-0.2404,-0.0353
CC12OCC(CC1O)O2,-0.2472,0.0671
OC1CC2CNC1C2=O,-0.2251,-0.0221
CC1C2C3CC3C12C#N,-0.2297,0.0134
O=C1CNCCC11CC1,-0.2109,-0.0154
CC(=O)N(C=N)C(N)=N,-0.2428,-0.0241
CCCOC(CO)C=O,-0.245,-0.0318
CN1CCC=CC1C=O,-0.2232,-0.0294
CC1(C)CC(C1)N1CC1,-0.2285,0.0822
COC1C2C(O)C1C2O,-0.2404,0.0722
CC1(O)CN2CC12C#N,-0.2616,-0.0052
CC1N=COC1CO,-0.2496,0.0156
C#CC1C2OC1C1NC21,-0.2378,0.0461
C1C=C2CC=CC22NC12,-0.2099,0.0081
CCCCOC(=N)CO,-0.2568,0.0401
CC1C2C3COC1C23C,-0.2303,0.0898
CC1COCC2CC12,-0.2431,0.0775
CC(O)CC1(O)CCC1,-0.2467,0.051
CC#CC1CC(C1)C#C,-0.2399,0.0407
NC1=NNC(=N)C=N1,-0.1976,-0.0696
COC(C)C(O)C1CC1,-0.2514,0.0805
CNC(=O)C(C)C=O,-0.2493,-0.0446
O=CCC1CC=CC1,-0.2437,-0.02
CC(=O)C1C2CC2C1=O,-0.24100000000000002,-0.0259
N=C1OC(=O)NN=C1,-0.2698,-0.0757
CC12COC11CC(C1)O2,-0.2417,0.0623
N#CC12OC3CC1C23,-0.2576,-0.0075
OCC1CC2OC2C1O,-0.25,0.0576
CCC12CC1C(O2)C#N,-0.2602,0.0027
CCC#CC(=O)CC#C,-0.2572,-0.0505
CC1CN2C1C(O)C2=O,-0.2317,-0.0141
OC12CC1C1(O)CC1C2,-0.2387,0.0782
OCC1C2NC2C2OC12,-0.2399,0.0635
N=C1NC2COC2C1=O,-0.2414,-0.0719
CC1CC2=NON=C2O1,-0.2611,-0.0394
OCC1CC2OC2C=C1,-0.2422,0.0047
CC1C(CC2CN12)C#N,-0.2484,0.0316
C1CC11CCC2OCC12,-0.2417,0.0818
CC(O)CC(O)C=O,-0.2467,-0.0217
CN1C2CC(CC12)C#N,-0.2364,0.0299
C#CC12CC1CC1OC21,-0.2378,0.0413
O=C1CCOC1CC#N,-0.2654,-0.0493
CC(=O)C1CNC(=O)N1,-0.2483,-0.0306
OCC1(O)C2C3CC2C13,-0.2465,0.0609
[NH3+]C12CCC1C2C([O-])=O,-0.2248,0.0104
ON=C1CC(C1)C#C,-0.2474,0.0018
COC1=NC(OC)=NO1,-0.2498,0.0104
CC12OCC3C1N3C2=N,-0.2453,0.0084
CC1(CC#N)CC1,-0.2908,0.0328
COC(=O)C1=COC=N1,-0.2629,-0.0358
CCN1CC(=O)C1,-0.2298,-0.0228
C1C2C3CC1COC23,-0.2176,0.0811
CCOCC(CO)OC,-0.245,0.0764
CC1OC2=CNN=C2O1,-0.2029,0.0226
CC#CC1(C)CC(=O)C1,-0.2369,-0.0205
CC1(C)C2C3OC1C23,-0.2276,0.083
CC(=O)C1(CN1)C=O,-0.261,-0.0406
CC(O)C(CO)CC#N,-0.2678,0.027000000000000003
CC1(CC1)C#CC=O,-0.2584,-0.0541
C1OCC2NC12,-0.2391,0.0757
CN(C=O)C1(CO)CC1,-0.24100000000000002,0.0238
O=C1CC(C#N)C2OC12,-0.2674,-0.0541
CC1C2C3NC3C12,-0.2031,0.0732
CC1(C)NC(=N)C(=O)C1,-0.2338,-0.0569
CC(C#C)C1OC1(C)C,-0.2566,0.049
CCC#CC(C)=O,-0.2523,-0.0439
C(C1CN1)C1=CNC=N1,-0.2275,0.0227
CC1(C)N=C(N)C2OC12,-0.2301,0.0157
COCC1(C)CC(O)C1,-0.2546,0.0739
CC(C)(CO)OCC#N,-0.2788,0.0173
N#CC12C3C4C3N1C24,-0.2462,-0.0099
CC12NC1(C)C1OCC21,-0.2432,0.0733
CC(=O)COC1(C)CC1,-0.2371,-0.0139
COCC1COC1(C)C,-0.2397,0.0782
OCCC12CC=CC1N2,-0.2272,0.0056
CCNC(C#N)C(C)N,-0.2439,0.0403
C1CC(C1)N1C=CN=C1,-0.2188,0.0314
NC1=C(CO)NC(=O)O1,-0.1885,0.0294
C1C=CC2C3C1N=CN23,-0.233,-0.0086
C1OC1C1=NON=N1,-0.2974,-0.0822
OCCN1CC1,-0.2447,0.0883
OCCC(NC=O)C#C,-0.2566,0.0166
CN=C1NC(=NO1)C#C,-0.2218,-0.0488
N=C1CNCC2(CC2)O1,-0.2256,0.0185
C1CCC=CC=CC1,-0.2151,-0.0093
CNC(=O)C12CC1OC2,-0.2439,0.0197
O=CC1C(C#C)C1C#N,-0.2661,-0.0476
NCC1NC=NC1C#N,-0.2392,0.0083
CC12CCC(O1)C21CN1,-0.2467,0.0666
COC1OCC2CC1O2,-0.2369,0.0844
COCC1CCC2OC12,-0.2519,0.0924
CC(=O)C1COC1C=O,-0.2406,-0.039
CC1(C)OC1C1CN1,-0.2426,0.0894
CC1(C)CC1OC=O,-0.2693,0.0031
CC#CC1(C)NC1(C)C,-0.2248,0.0516
CCCC1CC=C(C)C1,-0.2236,0.036000000000000004
C1CC11CC=CC11CN1,-0.2243,0.0208
CC1(COCC1O)C#N,-0.2626,0.0302
OCC1OCC1OC=N,-0.2552,0.0125
OCCOCC1CN1,-0.2431,0.0575
CC1COC(C1)C(C)=O,-0.2303,-0.0128
[NH3+]C1C[C-]2OC(=O)C=C12,-0.2258,-0.0477
CC(CC#N)C(N)=O,-0.2628,0.0112
N=C1OC2(CC12)C1CN1,-0.2476,0.0115
CC1C2C3N1C2C3=O,-0.2493,-0.0148
CC(C#N)C1=CC=CN1,-0.2137,0.0225
COC(CC#N)C(C)=O,-0.2541,-0.0376
C#CC12C3OC4C(C14)C23,-0.2233,0.032
CC12OC3COC1C2O3,-0.2249,0.0738
CNC(=O)COCC#C,-0.2456,0.0195
OCC1(CC1O)C=O,-0.2569,-0.0319
CCC12COCC1(C)N2,-0.2297,0.0692
C#CC1OC1CCC#N,-0.2758,0.005
COCC1C2C3OC3C12,-0.2351,0.0539
CC1CC(O)C1(C)CO,-0.2441,0.0646
N=CN1CC1(C#C)C#N,-0.2663,-0.0275
CNC1=C(ON=N1)C#N,-0.2408,-0.079
CC12CN3C1C(C#C)C23,-0.2358,0.0406
CC(C)(C)C1(O)CCC1,-0.2525,0.0647
NC1(C#N)C2CC1O2,-0.26,0.0179
CC1C2CC(C2)C1(C)O,-0.2515,0.0724
CC1C2C(C=O)N=CN12,-0.2395,-0.0306
CC1(C)C2C3C(O)C2N13,-0.2348,0.0778
OCC(O)C1=CC=CN1,-0.2102,0.0263
CC1=NCC2C(C#C)N12,-0.2346,0.0005
NC(=O)C(CO)C#N,-0.2713,0.004
CC1=CC=C(N)C(=O)N1,-0.1815,-0.015
CC1NC1C(C)=O,-0.2386,-0.0158
CC(C)C1=NC=NN=N1,-0.251,-0.0884
CC(=O)CCC1(C)CC1,-0.2412,-0.0072
COCCC(C)OC,-0.244,0.0835
CC1(O)CCC=CC=C1,-0.2213,-0.0186
OCC1=NNC(=C1)C#C,-0.2303,-0.0181
CN(C)C1=NC(N)=NN1,-0.187,0.0508
CCC1(COC)OC1C,-0.2536,0.0764
O=C1CCC2=C1C=CO2,-0.2383,-0.0256
CN1CC2(O)C(O)C12,-0.1971,0.0624
CC(=O)C1C(O)C1O,-0.2397,-0.034
CC#CC1OC2C(O)C12,-0.22899999999999998,0.0173
CCN(C=N)C(=O)C#C,-0.2553,-0.0544
CC1CC2(CO2)C2CC12,-0.2516,0.0797
CC1(CO)OCC11CN1,-0.248,0.0543
CC1C(CC=O)OC1=O,-0.2622,-0.0365
C#CCC1C2C3CC3N12,-0.2207,0.0459
O=CCCCC#N,-0.2655,-0.0377
CCCOC(C)COC,-0.2476,0.0881
COC1C(O)C2NC12C,-0.2268,0.0698
CCCCN1C=NN=C1,-0.2462,0.0201
CC(C)OC(C)C(C)O,-0.2438,0.0716
OC1=CC=C(O)C(=O)O1,-0.2058,-0.0449
CC1=NNN=CC1=N,-0.2208,-0.0408
CCC1(O)CC2C(C)C12,-0.2408,0.0751
CC1(CCN1C=O)C#C,-0.2449,0.0197
CC1=NOC(C)=C1C#N,-0.2705,-0.0404
CCNC1=CNN=C1N,-0.1777,0.0435
COC1C2C3CC3C12O,-0.2073,0.0771
CCC1(O)CC2(C)CC12,-0.2369,0.0716
ON=C1CCC1(O)C=O,-0.2542,-0.0452
CC12CC1(O)COCC2,-0.2361,0.07400000000000001
CN1C2COC(CO)C12,-0.2258,0.0785
CCC(O)CO,-0.256,0.0618
N=C1NN=C(C=O)C=C1,-0.2311,-0.0876
CC1NC(C#N)C11CC1,-0.2481,0.0157
OC12CCN=C3OC1C23,-0.2304,-0.0299
CCCN1CC1C(C)O,-0.2169,0.0718
CC12C=CC3(C)C1OC23,-0.22899999999999998,-0.0046
OC12CC(C1)OCC=C2,-0.2398,0.0062
CC(C)N1C=C(O)N=N1,-0.2238,0.0042
NC1=C(O)C(O)=CN=N1,-0.2286,-0.0225
CC1OC(CC1O)C#C,-0.2455,0.0369
CN=C1N=NOC=C1C,-0.2328,-0.0757
CC1OC1C1OCC1O,-0.2535,0.0555
O=C1CC2OC=NC2C1,-0.2417,-0.0257
CN=C1OC(=O)C(N)=C1,-0.2304,-0.0624
OC1CNC2=NOC=C12,-0.2287,-0.0084
OCC1=CC=NC(F)=C1,-0.2593,-0.0334
OC1CC1(C#C)C#N,-0.2683,-0.0026
CC#CC#CCCC=O,-0.2337,-0.031
CCOC1C=CCC1=O,-0.2379,-0.0238
CN=C1OC(C)C1(C)C,-0.243,0.0386
CC1CCC2(C)CC1O2,-0.2329,0.0799
CC1(C)CC2(NC12)C=O,-0.2448,-0.0273
CC1OC2CC1CCC2,-0.235,0.0765
CC(C)NC1=NC=CO1,-0.1977,0.0336
OC12CN3CC1(C#C)C23,-0.2232,0.032
C#CC1C2OCCOC12,-0.2225,0.0444
NC(=O)C12NC3C1NC23,-0.2366,0.0162
O=CNC1C2CC2C1=O,-0.244,-0.0265
CCOC1=NC=C(C)O1,-0.2096,0.03
NC1=CC=NOC1=N,-0.2145,-0.0459
NC(=O)CCOC1CC1,-0.2429,0.0314
COC1COC2CC2C1,-0.2236,0.0788
NC(=O)C1=COC=C1,-0.2399,-0.0209
COC1=NOC=NC1=O,-0.2647,-0.0688
CC1(C)NC1C#CCO,-0.2394,0.0229
O=CC1C2NC2C1C#C,-0.2314,-0.0238
COC1CC2CC2C1O,-0.2406,0.0725
O=C1NCC11CCC1,-0.2417,0.0365
OC1CN2N=NC=C12,-0.2614,-0.0035
OC1C2C3COCC2C13,-0.2432,0.0781
NC(=O)N1N=CNC1=N,-0.2137,-0.0061
COC1CCC1CO,-0.2441,0.0779
CCC1CC2OC12,-0.2495,0.0885
CC1C2CC3(CO3)CC12,-0.2545,0.073
C1COC2C3NC3C2N1,-0.2016,0.0738
CCCC12CC1C(=N)O2,-0.2563,0.023
CC1C(O)C1(CO)C#N,-0.2702,0.0281
CCC1OC2COC12,-0.2457,0.0623
O=CC1=CON=NC1=O,-0.2695,-0.0796
COC(C)C(=N)NC=O,-0.2495,-0.0238
OCCC1CC2OC12,-0.2519,0.079
CC12NC1C1CC21CO,-0.198,0.0699
O=CC1CC2CC2CO1,-0.2538,-0.0279
CC1C=CC(O)C1C#N,-0.2651,-0.0054
CC(O)C1(C)CC2OC12,-0.2475,0.07
COCCC1COC1C,-0.2416,0.0824
CC12NC1C(=O)C=C2N,-0.2155,-0.0238
CC1OC11CCC=CC1,-0.2385,0.0296
CCOC(=O)C1CCC1,-0.2629,0.0131
C1C2C1C1C2C11COC1,-0.214,0.0673
CC(C#CC#C)C1CC1,-0.2387,-0.0082
COCC(N)C(O)C#N,-0.254,0.0196
CC(N(C)C)C(=O)C#N,-0.2333,-0.0818
CNC1=CC(N)=NO1,-0.1985,0.0352
CNC(CC#N)C1CN1,-0.2323,0.0381
OC1COC(=O)CC1O,-0.2635,0.0076
CC1C2C3C=C(C)C2C13,-0.2071,0.017
C(C1COC=N1)N1CC1,-0.2315,0.021
CC#CC12COCC1O2,-0.2456,0.0249
CCC(O)C1C2COC12,-0.2419,0.0648
OC1CC2=CCC3C1C23,-0.2176,0.0032
CC12C3CC1C3N2C=O,-0.2291,0.0213
CCN1C2C3N4C3C1C24,-0.2206,0.0683
OC1C2OC1C=C2,-0.2487,-0.0039
OC1C2OCOC12C#N,-0.263,-0.0046
CC12NC1C(C)(O)C2=O,-0.2263,-0.0214
CC(CNC=O)C(N)=O,-0.245,0.0249
O=CNCC#CCC#C,-0.2518,0.0202
NC(=O)C1OCC1CO,-0.2403,0.0234
CC1=CCCC(=O)C1=O,-0.2336,-0.0828
N=C1COC(=N)C(=O)N1,-0.2785,-0.0658
O=CC1=C(ON=C1)C#N,-0.2908,-0.1114
OC1=NC=C(CC#C)N1,-0.2029,0.0371
CN1C2C3NC3C1C2O,-0.2088,0.0744
OC1COC(=O)C2CC12,-0.2653,-0.0034
CCN(C=O)C(=N)C#C,-0.2545,-0.0466
CCC(CC)C#C,-0.2591,0.0544
CC1OC2C(CO)OC12,-0.2509,0.0506
OCC(=O)C1=NCCO1,-0.2636,-0.0751
CC#CC(C)C#CC=O,-0.2601,-0.0598
CCC12C3C4N1C2C34C,-0.2048,0.0705
CC1OC1COC=O,-0.2727,0.006999999999999999
CC(O)C1CN1C=O,-0.2417,0.0193
COCC(=N)OC(C)=O,-0.2577,-0.0256
OC1CC11CCC1=O,-0.2356,-0.018000000000000002
CCC1=CC2C3OC1C23,-0.2183,0.0068
CC1C2CN1C2(C)C#C,-0.2258,0.0331
N#CC12C3CC1C=CC23,-0.247,-0.0158
CCC(CC=O)C#CC,-0.2432,-0.0238
CC1(O)COC1(C)CO,-0.2441,0.0581
CC(C)(C)CCN1CC1,-0.22899999999999998,0.0747
NC1=CC([O-])=C(C[NH3+])O1,-0.2243,-0.0441
CC1CC1(O)C1CO1,-0.2428,0.0811
NC12CC1(CO)OC2=O,-0.2488,-0.0026
C1NC1C1OCC11CC1,-0.2408,0.0655
CC1CC2OC(=O)CC12,-0.2626,0.0157
O=CC1C2C3C4C3C2C14,-0.2357,-0.0219
C#CC12CN1CC21CO1,-0.2376,0.0118
COC1CC2=CCCC12,-0.221,0.0243
NC1=CN=NN1CC#N,-0.2352,-0.0109
CC(O)(CCO)CC=O,-0.2428,-0.0213
CC12C3COC1C(=N)N23,-0.2358,0.0048
CC1CC1(O)CC#C,-0.2484,0.0435
CC1OC1CNC=O,-0.2532,0.0291
OC1CC(=O)C(O)C1O,-0.2575,-0.0375
CCN1C=NC(C=O)=N1,-0.253,-0.0529
NC1=C(F)N=CC(=O)O1,-0.2162,-0.0733
O=CC1C2CC1N2C=O,-0.2452,-0.0471
CC1C2OC1C2O,-0.2388,0.0633
NC1=C2N=COC2=NO1,-0.2166,-0.026000000000000002
NC1=NCC2OCC1O2,-0.2282,0.0214
COC1CC1C(=O)C#N,-0.2763,-0.0816
CC1=NOC(=N)C(=O)N1,-0.2538,-0.0575
CC12C3C4C(N13)C24C#N,-0.2374,-0.0003
C1COC2=C(C1)C=CN2,-0.174,0.0622
OCC1OC2CC(O)C12,-0.25,0.0529
CC12C3C4C(N13)C24C#C,-0.2107,0.0225
NC1=NCC(=O)CC1O,-0.22,-0.0133
CCC1=CCC2(C)OC12,-0.2317,0.0111
CC(C)C1(CC1O)C=O,-0.2465,-0.0227
COC1=CC(O)=C(O)N1,-0.159,0.0649
O=CCC1(CC1)N1CC1,-0.2298,-0.0283
O=C1CC2OC(C#N)C12,-0.2672,-0.0525
O=CC1=NCCC(=O)O1,-0.2755,-0.0869
O=C1CCC11CCC1,-0.2329,-0.0193
CC(CO)C1OC1(C)C,-0.2529,0.0674
CC1C=CC23CC12CC3,-0.2138,0.0181
O=C1NCC1CCC#C,-0.2502,0.0287
O=C1N2CC2C=C1C#C,-0.2482,-0.0675
N#CCC#CC1CN1,-0.2493,0.0093
OC1C2CC2C11CO1,-0.2462,0.0607
NC1=CN=C(N)C=N1,-0.1916,-0.0304
CC1(O)C2COCC12,-0.2437,0.0769
CC(C=O)C1CC2CN12,-0.2376,-0.0197
O=CC1COCCC=C1,-0.2332,-0.03
OC1CC23CC(C2)OC13,-0.235,0.0668
ON=C1C=COC=C1,-0.198,-0.0184
CCN(C)C(=O)C#N,-0.2675,-0.0479
CC(C)(C)C1CC(=O)O1,-0.2729,0.0121
CCOC(=N)CCC#C,-0.2619,0.03
O=CN(CC#C)CC#C,-0.2586,0.0132
NC(=O)C(=O)OCC#C,-0.2542,-0.0498
COC(CC1CC1)=NC,-0.2381,0.0197
CC1(O)CC2CC1C2=O,-0.2371,-0.0037
CN(C=O)C(=O)NC=N,-0.2542,-0.0294
CC1OCCC=C1CO,-0.2314,0.0286
O=CC12CC1NC(=O)C2,-0.2504,-0.0319
OC1C=CC2OC12C=O,-0.2613,-0.0466
C#CC12CC1C1OCC21,-0.2318,0.0237
OC1=NC=NC=C1C#C,-0.2463,-0.0521
CC1OC(=O)C1O,-0.2659,-0.003
CN=CNC1=NC=NO1,-0.2402,-0.0223
O=CC1OC1(C#N)C#N,-0.3031,-0.0962
O=C1N=CC=CC=N1,-0.2565,-0.0974
CC12CC3(C=O)C(O1)C23,-0.2405,-0.0223
CCCC1(C)COC1=N,-0.261,0.0317
CC1CC2(CO)CC2O1,-0.2379,0.0769
NC1=CC2=C(ON=C2)O1,-0.226,-0.0092
CC1NC2C(N)C12C#N,-0.2306,0.017
CC1OCC2(O)CC12O,-0.2425,0.054000000000000006
CCC(CC=O)=NO,-0.2455,-0.0377
OC12CC3OC1CC23,-0.2318,0.0691
CCC1OC(=N)C1C,-0.2574,0.0311
NC1=NCC(=N)OCO1,-0.2381,0.0087
O=C1OCC11CCCN1,-0.2293,0.0073
OC1COC2C1OC2=N,-0.263,0.0089
CC1NC1C(CO)C=O,-0.2374,-0.0083
CC1C(C)C1CC#N,-0.2791,0.0396
CCC(C#CC)C1CC1,-0.2396,0.0605
O=CC1C2C1C1CC2C1,-0.2445,-0.0182
OC1C(NC1=O)C=O,-0.2573,-0.0443
NC1=C(C=O)N=NO1,-0.2624,-0.0805
CC1NC11COCC1=O,-0.2466,-0.0349
CCOCCC1COC1,-0.2436,0.0767
CC1OC(C)C(CO)O1,-0.2502,0.0801
CC1C2COC12C(C)=O,-0.2371,-0.0206
CC1(C)CC1(CO)CO,-0.2427,0.0586
OC1=CNN=C1CC#C,-0.2102,0.0191
CCOC(=O)C#CC,-0.2622,-0.0282
C1OCC23OC12C1NC31,-0.2438,0.0604
